Date,Full Retreat and Summaries,Title of Event,#,Transcript or Writing,Title of Talk or Writing,Link,Broad Topics,Detailed Topics,Principal teacher 1,Principal teacher 2,Facilitator 1,Organization,Venue,Dates of overall event,Length of recording,Type of recording,Teacher's note on suitability,Online,Live audience,Audience (experienced or general),Technical notes on audio quality
2017-12-21,,The Mirrored Gates,7,https://dl.airtable.com/.attachments/80980d4c8d70da077a099596d9f035dd/cd76107e/2017_1221SensingwithSoulPart1.pdf,Sensing with Soul (Part 1),https://dharmaseed.org/teacher/210/talk/50493/,imaginal/soulmaking,"images: intrapsychic and extrapsychic images,cosmopoesis: kinds of imaginal and non-imaginal cosmopoesis,cosmopoesis: how it develops and spreads,eros for unfabricating and for soulful fabrication,soulmaking in oneness, etc., when it's a new perception,Findlay, J. N.,mindfulness, unfabricating, skillful fabrication,critique: the practice of 'being with' or 'bare attention'",Rob Burbea,,,None,None,December 15 2017 - January 14 2018,5236,Talk,"PLEASE NOTE: 'The Mirrored Gates' is a set of talks (recorded by Rob from his home) attempting to clarify, elaborate on, and open up further the concepts, practices, and possibilities explained in previous talks on imaginal practice. Some working familiarity with those previous teachings will provide a helpful foundation for this new set; but a good understanding of and experiential facility with practices of emptiness, samatha, the emotional/energy body, metta, and mindfulness is necessary and presumed, without which these new teachings may be confusing and difficult to comprehend.",true,,,
2017-12-22,,The Mirrored Gates,8,https://dl.airtable.com/.attachments/b1f8ee61c5242197f4fede3619f22183/8ceb13f9/2017_1222SensingwithSoulPart2.pdf,Sensing with Soul (Part 2),https://dharmaseed.org/teacher/210/talk/50494/,imaginal/soulmaking,"soul as an organ/entity or range of ways of looking,pothos in eros: always wanting more,eros: transgressive movement in eros,Feynman,eros-psyche-logos (the soulmaking dynamic),definitions: soul,definitions: soulmaking,desire/eros,concepts/logos",Rob Burbea,,,None,None,December 15 2017 - January 14 2018,2883,Talk,"PLEASE NOTE: 'The Mirrored Gates' is a set of talks (recorded by Rob from his home) attempting to clarify, elaborate on, and open up further the concepts, practices, and possibilities explained in previous talks on imaginal practice. Some working familiarity with those previous teachings will provide a helpful foundation for this new set; but a good understanding of and experiential facility with practices of emptiness, samatha, the emotional/energy body, metta, and mindfulness is necessary and presumed, without which these new teachings may be confusing and difficult to comprehend.",true,,,
2017-12-23,,The Mirrored Gates,9,https://dl.airtable.com/.attachments/8143faea8e1b76acd495f8017956b325/8524538a/2017_1223SensingwithSoulPart3-OntheDynamicsofSoulmaking.pdf,Sensing with Soul (Part 3 - On the Dynamics of Soulmaking),https://dharmaseed.org/teacher/210/talk/50495/,imaginal/soulmaking,"eros-psyche-logos (the soulmaking dynamic),soulmaking: self becoming imaginal, re-enchanting self,soulmaking: ethereal/light and earthy/dark spectrum,soulmaking: respecting personal soul-styles,soulmaking: pacing,soulmaking: expecting and working with reification,Middle Way of the imaginal,soulmaking: allowing it to spread in all directions",Rob Burbea,,,None,None,December 15 2017 - January 14 2018,1716,Talk,"PLEASE NOTE: 'The Mirrored Gates' is a set of talks (recorded by Rob from his home) attempting to clarify, elaborate on, and open up further the concepts, practices, and possibilities explained in previous talks on imaginal practice. Some working familiarity with those previous teachings will provide a helpful foundation for this new set; but a good understanding of and experiential facility with practices of emptiness, samatha, the emotional/energy body, metta, and mindfulness is necessary and presumed, without which these new teachings may be confusing and difficult to comprehend.",true,,,
2017-12-24,,The Mirrored Gates,10,https://dl.airtable.com/.attachments/cbd08fa159eef6e68d50b92b2f6cd272/03636ad4/2017_1224SensingwithSoulPart4.pdf,Sensing with Soul (Part 4),https://dharmaseed.org/teacher/210/talk/50496/,imaginal/soulmaking,"soulmaking: the growing interfusion of life and image,soulmaking: four elements of sensing the world with soul,soulmaking: using emptiness practices to loosen clinging,soulmaking: catching sensing with soul from the field (dyad/group),fullness of intention (not primarily in service of self),energy body,soulmaking and dukkha",Rob Burbea,,,None,None,December 15 2017 - January 14 2018,4472,Talk,"PLEASE NOTE: 'The Mirrored Gates' is a set of talks (recorded by Rob from his home) attempting to clarify, elaborate on, and open up further the concepts, practices, and possibilities explained in previous talks on imaginal practice. Some working familiarity with those previous teachings will provide a helpful foundation for this new set; but a good understanding of and experiential facility with practices of emptiness, samatha, the emotional/energy body, metta, and mindfulness is necessary and presumed, without which these new teachings may be confusing and difficult to comprehend.",true,,,
2017-12-25,,The Mirrored Gates,11,https://dl.airtable.com/.attachments/6b866e18911a17746c6b37cde504611f/83f9a38a/2017_1225SensingwithSoulPart5.pdf,Sensing with Soul (Part 5),https://dharmaseed.org/teacher/210/talk/50497/,imaginal/soulmaking,"soulmaking: temenos (sacred space) / dyad and group practice,soulmaking: catching sensing with soul from the field (dyad/group),images: life becoming image,soulmaking: aspects of the imaginal",Rob Burbea,,,None,None,December 15 2017 - January 14 2018,4420,Talk,"PLEASE NOTE: 'The Mirrored Gates' is a set of talks (recorded by Rob from his home) attempting to clarify, elaborate on, and open up further the concepts, practices, and possibilities explained in previous talks on imaginal practice. Some working familiarity with those previous teachings will provide a helpful foundation for this new set; but a good understanding of and experiential facility with practices of emptiness, samatha, the emotional/energy body, metta, and mindfulness is necessary and presumed, without which these new teachings may be confusing and difficult to comprehend.",true,,,
2017-12-26,,The Mirrored Gates,12,https://dl.airtable.com/.attachments/c1d9432ea4eeb4569e0f295d22f8416f/a2c7766c/2017_1226SensingwithSoulPart6.pdf,Sensing with Soul (Part 6),https://dharmaseed.org/teacher/210/talk/50498/,imaginal/soulmaking,"metaphysics: opening up ontology and epistemology,modern physics / quantum physics,Descartes,Jung,scientism / scientific materialism / reductionism,critique: the practice of 'being with' or 'bare attention',metaphysics,concepts/logos",Rob Burbea,,,None,None,December 15 2017 - January 14 2018,3912,Talk,"PLEASE NOTE: 'The Mirrored Gates' is a set of talks (recorded by Rob from his home) attempting to clarify, elaborate on, and open up further the concepts, practices, and possibilities explained in previous talks on imaginal practice. Some working familiarity with those previous teachings will provide a helpful foundation for this new set; but a good understanding of and experiential facility with practices of emptiness, samatha, the emotional/energy body, metta, and mindfulness is necessary and presumed, without which these new teachings may be confusing and difficult to comprehend.",true,,,
2017-12-27,,The Mirrored Gates,13,https://dl.airtable.com/.attachments/15cd9b823253a11592bdfb5b172f604d/c394e99a/2017_1227SensingwithSoulPart7.pdf,Sensing with Soul (Part 7),https://dharmaseed.org/teacher/210/talk/50499/,imaginal/soulmaking,"metaphysics: opening up ontology and epistemology,soulmaking: participation,aging/sickness/death,Middle Way of the imaginal,metaphysics",Rob Burbea,,,None,None,December 15 2017 - January 14 2018,3037,Talk,"PLEASE NOTE: 'The Mirrored Gates' is a set of talks (recorded by Rob from his home) attempting to clarify, elaborate on, and open up further the concepts, practices, and possibilities explained in previous talks on imaginal practice. Some working familiarity with those previous teachings will provide a helpful foundation for this new set; but a good understanding of and experiential facility with practices of emptiness, samatha, the emotional/energy body, metta, and mindfulness is necessary and presumed, without which these new teachings may be confusing and difficult to comprehend.",true,,,
2017-12-28,,The Mirrored Gates,14,https://dl.airtable.com/.attachments/b6f413e95ca63f50c8bb4fbe04e3a5b5/0d60661b/2017_1228DukkhaandSoulmakingPart1.pdf,Dukkha and Soulmaking (Part 1),https://dharmaseed.org/teacher/210/talk/50485/,imaginal/soulmaking,"soulmaking: prerequisites and foundations,emotions, skill with,soulmaking: temenos (sacred space) / dyad and group practice,soulmaking: relational skills,soulmaking: dark gods (the weird, dark, pathological, sexual, etc.),emotions,Four Noble Truths,soulmaking and dukkha,soulmaking: vulnerability of sharing images,personality level - working with reified self",Rob Burbea,,,None,None,December 15 2017 - January 14 2018,6274,Talk,"PLEASE NOTE: 'The Mirrored Gates' is a set of talks (recorded by Rob from his home) attempting to clarify, elaborate on, and open up further the concepts, practices, and possibilities explained in previous talks on imaginal practice. Some working familiarity with those previous teachings will provide a helpful foundation for this new set; but a good understanding of and experiential facility with practices of emptiness, samatha, the emotional/energy body, metta, and mindfulness is necessary and presumed, without which these new teachings may be confusing and difficult to comprehend.",true,,,
2017-12-29,,The Mirrored Gates,15,https://dl.airtable.com/.attachments/088f1b5b83eb790d4f020a420d7a2e7c/a07f6cee/2017_1229DukkhaandSoulmakingPart2.pdf,Dukkha and Soulmaking (Part 2),https://dharmaseed.org/teacher/210/talk/50486/,imaginal/soulmaking,"soulmaking: doubts/concerns in or about imaginal practice,breaking of the vessels (Shevirat ha-Kelim),Kabbalah,soulmaking: pacing,soulmaking: retaining autonomy of self and other in imaginal practice,soulmaking: sexual erotic-imaginal,soulmaking: dark gods (the weird, dark, pathological, sexual, etc.),soulmaking and dukkha",Rob Burbea,,,None,None,December 15 2017 - January 14 2018,2644,Talk,"PLEASE NOTE: 'The Mirrored Gates' is a set of talks (recorded by Rob from his home) attempting to clarify, elaborate on, and open up further the concepts, practices, and possibilities explained in previous talks on imaginal practice. Some working familiarity with those previous teachings will provide a helpful foundation for this new set; but a good understanding of and experiential facility with practices of emptiness, samatha, the emotional/energy body, metta, and mindfulness is necessary and presumed, without which these new teachings may be confusing and difficult to comprehend.",true,,,
2017-12-30,,The Mirrored Gates,16,https://dl.airtable.com/.attachments/68d7fd47f81a56d4a297a04202016a3f/a589c80c/2017_1230DukkhaandSoulmakingPart3.pdf,Dukkha and Soulmaking (Part 3),https://dharmaseed.org/teacher/210/talk/50487/,imaginal/soulmaking,"soulmaking: taking care not to create more dukkha,conceptions of dukkha and the Four Noble Truths,Hillman, James,soulmaking: conflicting demands of disparate angels, antinomies,metaphysics: opening up ontology and epistemology,eros and craving, distinguishing and working with,images: examples of navigating an image,soulmaking: dark gods (the weird, dark, pathological, sexual, etc.),Four Noble Truths,soulmaking and dukkha,metaphysics,concepts/logos",Rob Burbea,,,None,None,December 15 2017 - January 14 2018,6252,Talk,"PLEASE NOTE: 'The Mirrored Gates' is a set of talks (recorded by Rob from his home) attempting to clarify, elaborate on, and open up further the concepts, practices, and possibilities explained in previous talks on imaginal practice. Some working familiarity with those previous teachings will provide a helpful foundation for this new set; but a good understanding of and experiential facility with practices of emptiness, samatha, the emotional/energy body, metta, and mindfulness is necessary and presumed, without which these new teachings may be confusing and difficult to comprehend.",true,,,
